id_cliente,nombre,correo,pais
CLI-00824,Natalia Díaz,natalia.diaz824@correo.com,Argentina
CLI-00825,Carlos Vargas,carlos.vargas825@correo.com,Colombia
CLI-00826,Fernanda Ramírez,fernanda.ramirez826@correo.com,Honduras
CLI-00827,Sofía Mérida,sofia.merida827@correo.com,Costa Rica
CLI-00828,Lucía Gómez,lucia.gomez828@correo.com,Costa Rica
CLI-00829,Juan Cruz,juan.cruz829@correo.com,Panamá
CLI-00830,Eduardo Romero,eduardo.romero830@correo.com,Chile
CLI-00831,Carlos Flores,carlos.flores831@correo.com,Chile
CLI-00832,María Torres,maria.torres832@correo.com,Colombia
CLI-00833,Juan Díaz,juan.diaz833@correo.com,Guatemala
CLI-00834,Jorge Rojas,jorge.rojas834@correo.com,Panamá
CLI-00835,Camila García,camila.garcia835@correo.com,Perú
CLI-00836,Andrés Castillo,andres.castillo836@correo.com,Costa Rica
CLI-00837,Carlos Mérida,carlos.merida837@correo.com,Panamá
CLI-00838,Miguel Díaz,miguel.diaz838@correo.com,México
CLI-00839,Jorge Morales,jorge.morales839@correo.com,Guatemala
CLI-00840,Miguel Silva,miguel.silva840@correo.com,Canadá
CLI-00841,Sofía Silva,sofia.silva841@correo.com,Honduras
CLI-00842,Ricardo Mendoza,ricardo.mendoza842@correo.com,Honduras
CLI-00843,Natalia Torres,natalia.torres843@correo.com,Panamá
CLI-00844,Valeria Torres,valeria.torres844@correo.com,México
CLI-00845,Andrés García,andres.garcia845@correo.com,Panamá
CLI-00846,Natalia Ramírez,natalia.ramirez846@correo.com,Colombia
CLI-00847,Eduardo Morales,eduardo.morales847@correo.com,Colombia
CLI-00848,Diego Romero,diego.romero848@correo.com,Honduras
CLI-00849,Luis Morales,luis.morales849@correo.com,Guatemala
CLI-00850,Ana Flores,ana.flores850@correo.com,México
CLI-00851,Sofía Romero,sofia.romero851@correo.com,Perú
CLI-00852,Camila Mérida,camila.merida852@correo.com,Canadá
CLI-00853,Juan Silva,juan.silva853@correo.com,México
CLI-00854,Luis Rojas,luis.rojas854@correo.com,Panamá
CLI-00855,Valeria Ortiz,valeria.ortiz855@correo.com,Perú
CLI-00856,Lucía Ortiz,lucia.ortiz856@correo.com,Argentina
CLI-00857,Diego Gómez,diego.gomez857@correo.com,Guatemala
CLI-00858,Natalia Romero,natalia.romero858@correo.com,Perú
CLI-00859,María Mérida,maria.merida859@correo.com,Costa Rica
CLI-00860,Juan Silva,juan.silva860@correo.com,Chile
CLI-00861,María Flores,maria.flores861@correo.com,Chile
CLI-00862,Ana Torres,ana.torres862@correo.com,Perú
CLI-00863,Valeria Romero,valeria.romero863@correo.com,Honduras
CLI-00864,Valeria Vargas,valeria.vargas864@correo.com,Panamá
CLI-00865,Jorge Sánchez,jorge.sanchez865@correo.com,Argentina
CLI-00866,Carlos Mérida,carlos.merida866@correo.com,Canadá
CLI-00867,Natalia Mendoza,natalia.mendoza867@correo.com,Panamá
CLI-00868,Diego Sánchez,diego.sanchez868@correo.com,Chile
CLI-00869,Sebastian Romero,sebastian.romero869@correo.com,Honduras
CLI-00870,Ana Pérez,ana.perez870@correo.com,Perú
CLI-00871,Valeria Vargas,valeria.vargas871@correo.com,Honduras
CLI-00872,Valeria Morales,valeria.morales872@correo.com,Argentina
CLI-00873,Juan García,juan.garcia873@correo.com,Costa Rica
CLI-00874,Fernanda Vargas,fernanda.vargas874@correo.com,Costa Rica
CLI-00875,Ana Gómez,ana.gomez875@correo.com,Honduras
CLI-00876,Camila Pérez,camila.perez876@correo.com,México
CLI-00877,Sebastian Rojas,sebastian.rojas877@correo.com,Chile
CLI-00878,Ana Silva,ana.silva878@correo.com,Argentina
CLI-00879,Carlos Alvarez,carlos.alvarez879@correo.com,Panamá
CLI-00880,Ricardo Vargas,ricardo.vargas880@correo.com,Panamá
CLI-00881,Ana Ramírez,ana.ramirez881@correo.com,Panamá
CLI-00882,Jorge López,jorge.lopez882@correo.com,Costa Rica
CLI-00883,Valeria Ortiz,valeria.ortiz883@correo.com,Perú
CLI-00884,Paola Pérez,paola.perez884@correo.com,Perú
CLI-00885,Natalia Rojas,natalia.rojas885@correo.com,Honduras
CLI-00886,Ricardo Díaz,ricardo.diaz886@correo.com,Panamá
CLI-00887,Juan Pérez,juan.perez887@correo.com,Panamá
CLI-00888,Ana López,ana.lopez888@correo.com,Honduras
CLI-00889,Andrés Cruz,andres.cruz889@correo.com,México
CLI-00890,Sofía Sánchez,sofia.sanchez890@correo.com,México
CLI-00891,Lucía Ortiz,lucia.ortiz891@correo.com,Chile
CLI-00892,Juan Silva,juan.silva892@correo.com,Honduras
CLI-00893,Natalia Silva,natalia.silva893@correo.com,Argentina
CLI-00894,Luis Mérida,luis.merida894@correo.com,Chile
CLI-00895,Carlos Torres,carlos.torres895@correo.com,Honduras
CLI-00896,Sebastian Ortiz,sebastian.ortiz896@correo.com,Costa Rica
CLI-00897,Natalia Castillo,natalia.castillo897@correo.com,Colombia
CLI-00898,Andrés Castillo,andres.castillo898@correo.com,Costa Rica
CLI-00899,Fernanda Ortiz,fernanda.ortiz899@correo.com,Panamá
CLI-00900,Ricardo Silva,ricardo.silva900@correo.com,Perú
CLI-00901,Paola Silva,paola.silva901@correo.com,Costa Rica
CLI-00902,Miguel Rojas,miguel.rojas902@correo.com,Panamá
CLI-00903,Camila Rojas,camila.rojas903@correo.com,Argentina
CLI-00904,Ileana Ramírez,ileana.ramirez904@correo.com,Argentina
CLI-00905,Luis Alvarez,luis.alvarez905@correo.com,Canadá
CLI-00906,Eduardo Sánchez,eduardo.sanchez906@correo.com,México
CLI-00907,Fernanda Ortiz,fernanda.ortiz907@correo.com,Guatemala
CLI-00908,Natalia Cruz,natalia.cruz908@correo.com,Perú
CLI-00909,Luis Vargas,luis.vargas909@correo.com,Panamá
CLI-00910,Luis Romero,luis.romero910@correo.com,Chile
CLI-00911,Luis Mendoza,luis.mendoza911@correo.com,Argentina
CLI-00912,Camila Pérez,camila.perez912@correo.com,Perú
CLI-00913,Carlos Pérez,carlos.perez913@correo.com,Chile
CLI-00914,Eduardo Pérez,eduardo.perez914@correo.com,Honduras
CLI-00915,Natalia Díaz,natalia.diaz915@correo.com,Honduras
CLI-00916,Jorge Morales,jorge.morales916@correo.com,México
CLI-00917,Eduardo García,eduardo.garcia917@correo.com,Costa Rica
CLI-00918,Eduardo Morales,eduardo.morales918@correo.com,Costa Rica
CLI-00919,Sebastian Vargas,sebastian.vargas919@correo.com,Guatemala
CLI-00920,Diego Morales,diego.morales920@correo.com,Costa Rica
CLI-00921,Ileana Sánchez,ileana.sanchez921@correo.com,Costa Rica
CLI-00922,Juan Ramírez,juan.ramirez922@correo.com,Costa Rica
CLI-00923,Miguel Cruz,miguel.cruz923@correo.com,Perú
CLI-00924,Valeria Silva,valeria.silva924@correo.com,Canadá
CLI-00925,Valeria Castillo,valeria.castillo925@correo.com,Panamá
CLI-00926,Camila Torres,camila.torres926@correo.com,Colombia
CLI-00927,Eduardo Díaz,eduardo.diaz927@correo.com,Costa Rica
CLI-00928,Andrés Ortiz,andres.ortiz928@correo.com,Canadá
CLI-00929,Sofía Silva,sofia.silva929@correo.com,Colombia
CLI-00930,Miguel Díaz,miguel.diaz930@correo.com,Colombia
CLI-00931,Camila Romero,camila.romero931@correo.com,México
CLI-00932,Ricardo Ramírez,ricardo.ramirez932@correo.com,Perú
CLI-00933,Juan Pérez,juan.perez933@correo.com,Guatemala
CLI-00934,Jorge Silva,jorge.silva934@correo.com,Canadá
CLI-00935,Eduardo Díaz,eduardo.diaz935@correo.com,Perú
CLI-00936,Ricardo García,ricardo.garcia936@correo.com,Chile
CLI-00937,Andrés Rojas,andres.rojas937@correo.com,Honduras
CLI-00938,María López,maria.lopez938@correo.com,Canadá
CLI-00939,Diego Pérez,diego.perez939@correo.com,Costa Rica
CLI-00940,Sebastian Ramírez,sebastian.ramirez940@correo.com,Panamá
CLI-00941,Sebastian Sánchez,sebastian.sanchez941@correo.com,Guatemala
CLI-00942,Camila Morales,camila.morales942@correo.com,Panamá
CLI-00943,María Flores,maria.flores943@correo.com,México
CLI-00944,Fernanda Díaz,fernanda.diaz944@correo.com,Argentina
CLI-00945,Eduardo Romero,eduardo.romero945@correo.com,Perú
CLI-00946,Juan Sánchez,juan.sanchez946@correo.com,Argentina
CLI-00947,Diego Morales,diego.morales947@correo.com,Honduras
CLI-00948,Camila Gómez,camila.gomez948@correo.com,Chile
CLI-00949,Ileana Mérida,ileana.merida949@correo.com,Panamá
CLI-00950,Carlos Gómez,carlos.gomez950@correo.com,Panamá
CLI-00951,Natalia Ramírez,natalia.ramirez951@correo.com,Panamá
CLI-00952,María Pérez,maria.perez952@correo.com,Argentina
CLI-00953,Paola Rojas,paola.rojas953@correo.com,Colombia
CLI-00954,Miguel Flores,miguel.flores954@correo.com,Colombia
CLI-00955,Ileana Castillo,ileana.castillo955@correo.com,Colombia
CLI-00956,Natalia Mérida,natalia.merida956@correo.com,Argentina
CLI-00957,Sebastian Pérez,sebastian.perez957@correo.com,Costa Rica
CLI-00958,Sofía López,sofia.lopez958@correo.com,Colombia
CLI-00959,Luis Ramírez,luis.ramirez959@correo.com,Costa Rica
CLI-00960,Miguel Gómez,miguel.gomez960@correo.com,Perú
CLI-00961,Camila Ramírez,camila.ramirez961@correo.com,Guatemala
CLI-00962,Eduardo Torres,eduardo.torres962@correo.com,Guatemala
CLI-00963,Juan Rojas,juan.rojas963@correo.com,Panamá
CLI-00964,Paola Castillo,paola.castillo964@correo.com,Chile
CLI-00965,Ana Flores,ana.flores965@correo.com,Argentina
CLI-00966,Sebastian López,sebastian.lopez966@correo.com,Argentina
CLI-00967,Sofía Morales,sofia.morales967@correo.com,Colombia
CLI-00968,Andrés Torres,andres.torres968@correo.com,Colombia
CLI-00969,Paola Cruz,paola.cruz969@correo.com,Panamá
CLI-00970,Ileana Torres,ileana.torres970@correo.com,Panamá
CLI-00971,Ileana Alvarez,ileana.alvarez971@correo.com,Costa Rica
CLI-00972,Camila Sánchez,camila.sanchez972@correo.com,Panamá
CLI-00973,Diego Ortiz,diego.ortiz973@correo.com,Panamá
CLI-00974,Miguel Ortiz,miguel.ortiz974@correo.com,Honduras
CLI-00975,Ana Pérez,ana.perez975@correo.com,Honduras
CLI-00976,Miguel Rojas,miguel.rojas976@correo.com,Honduras
CLI-00977,Ana García,ana.garcia977@correo.com,Costa Rica
CLI-00978,Ana Romero,ana.romero978@correo.com,Argentina
CLI-00979,Miguel Sánchez,miguel.sanchez979@correo.com,Honduras
CLI-00980,Fernanda Mérida,fernanda.merida980@correo.com,Costa Rica
CLI-00981,Camila Silva,camila.silva981@correo.com,Guatemala
CLI-00982,Camila Mérida,camila.merida982@correo.com,Panamá
CLI-00983,Lucía Gómez,lucia.gomez983@correo.com,México
CLI-00984,Fernanda Ortiz,fernanda.ortiz984@correo.com,Argentina
CLI-00985,Luis Morales,luis.morales985@correo.com,Colombia
CLI-00986,Lucía Mérida,lucia.merida986@correo.com,Honduras
CLI-00987,Fernanda Alvarez,fernanda.alvarez987@correo.com,Argentina
CLI-00988,Natalia Alvarez,natalia.alvarez988@correo.com,Guatemala
CLI-00989,Diego Alvarez,diego.alvarez989@correo.com,México
CLI-00990,Camila Castillo,camila.castillo990@correo.com,Argentina
CLI-00991,Lucía Díaz,lucia.diaz991@correo.com,Perú
CLI-00992,Valeria Castillo,valeria.castillo992@correo.com,México
CLI-00993,Miguel Mendoza,miguel.mendoza993@correo.com,Perú
CLI-00994,Natalia Torres,natalia.torres994@correo.com,Chile
CLI-00995,Ileana Silva,ileana.silva995@correo.com,Perú
CLI-00996,María Flores,maria.flores996@correo.com,Costa Rica
CLI-00997,Luis Flores,luis.flores997@correo.com,Guatemala
CLI-00998,Miguel Romero,miguel.romero998@correo.com,Guatemala
CLI-00999,Fernanda Flores,fernanda.flores999@correo.com,Colombia
CLI-01000,Sebastian Alvarez,sebastian.alvarez1000@correo.com,Costa Rica
